기관대분류,최상위기관,기관명,전체기관명,총계,공개장소,비공개장소,공개장소 소계,범죄예방,시설안전 및 화재예방,교통단속,교통정보수집 분석 및 제공
교육기관,교육부,군산영어체험학습센터,교육부 전라북도교육청 전라북도군산교육지원청 군산영어체험학습센터,18,18,0,18,5,13,0,0
교육기관,교육부,군산용문초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산용문초등학교,16,16,0,16,5,11,0,0
교육기관,교육부,군산우리별유치원,교육부 전라북도교육청 전라북도군산교육지원청 군산우리별유치원,9,9,0,9,8,1,0,0
교육기관,교육부,군산월명중학교,교육부 전라북도교육청 전라북도군산교육지원청 군산월명중학교,24,24,0,24,16,8,0,0
교육기관,교육부,군산월명초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산월명초등학교,26,26,0,26,0,26,0,0
교육기관,교육부,군산자양중학교,교육부 전라북도교육청 전라북도군산교육지원청 군산자양중학교,8,8,0,8,0,8,0,0
교육기관,교육부,군산제일중학교,교육부 전라북도교육청 전라북도군산교육지원청 군산제일중학교,21,21,0,21,21,0,0,0
교육기관,교육부,군산중앙유치원,교육부 전라북도교육청 전라북도군산교육지원청 군산중앙유치원,8,8,0,8,0,8,0,0
교육기관,교육부,군산중앙중학교,교육부 전라북도교육청 전라북도군산교육지원청 군산중앙중학교,56,56,0,56,4,52,0,0
교육기관,교육부,군산중앙초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산중앙초등학교,8,8,0,8,4,2,0,2
교육기관,교육부,군산지곡초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산지곡초등학교,9,9,0,9,0,9,0,0
교육기관,교육부,군산진포중학교,교육부 전라북도교육청 전라북도군산교육지원청 군산진포중학교,30,30,0,30,0,30,0,0
교육기관,교육부,군산진포초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산진포초등학교,15,15,0,15,13,2,0,0
교육기관,교육부,군산초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산초등학교,22,22,0,22,22,0,0,0
교육기관,교육부,군산푸른솔초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산푸른솔초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,군산풍문초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산풍문초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,군산해성초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산해성초등학교,7,7,0,7,0,7,0,0
교육기관,교육부,군산흥남초등학교,교육부 전라북도교육청 전라북도군산교육지원청 군산흥남초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,금암초등학교,교육부 전라북도교육청 전라북도군산교육지원청 금암초등학교,11,10,1,10,0,10,0,0
교육기관,교육부,나포중학교,교육부 전라북도교육청 전라북도군산교육지원청 나포중학교,0,0,0,0,0,0,0,0
교육기관,교육부,나포초등학교,교육부 전라북도교육청 전라북도군산교육지원청 나포초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,당북초등학교,교육부 전라북도교육청 전라북도군산교육지원청 당북초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,대야남초등학교,교육부 전라북도교육청 전라북도군산교육지원청 대야남초등학교,6,6,0,6,0,6,0,0
교육기관,교육부,대야초등학교,교육부 전라북도교육청 전라북도군산교육지원청 대야초등학교,9,9,0,9,2,7,0,0
교육기관,교육부,마룡초등학교,교육부 전라북도교육청 전라북도군산교육지원청 마룡초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,무녀도초등학교,교육부 전라북도교육청 전라북도군산교육지원청 무녀도초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,문창초등학교,교육부 전라북도교육청 전라북도군산교육지원청 문창초등학교,12,12,0,12,0,12,0,0
교육기관,교육부,미룡초등학교,교육부 전라북도교육청 전라북도군산교육지원청 미룡초등학교,7,7,0,7,5,2,0,0
교육기관,교육부,새만금초등학교,교육부 전라북도교육청 전라북도군산교육지원청 새만금초등학교,10,10,0,10,0,10,0,0
교육기관,교육부,서수초등학교,교육부 전라북도교육청 전라북도군산교육지원청 서수초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,선유도초등학교,교육부 전라북도교육청 전라북도군산교육지원청 선유도초등학교,11,11,0,11,11,0,0,0
교육기관,교육부,성산초등학교,교육부 전라북도교육청 전라북도군산교육지원청 성산초등학교,7,7,0,7,5,2,0,0
교육기관,교육부,소룡초등학교,교육부 전라북도교육청 전라북도군산교육지원청 소룡초등학교,15,15,0,15,8,7,0,0
교육기관,교육부,술산초등학교,교육부 전라북도교육청 전라북도군산교육지원청 술산초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,신시도초등학교,교육부 전라북도교육청 전라북도군산교육지원청 신시도초등학교,6,6,0,6,2,4,0,0
교육기관,교육부,오봉초등학교,교육부 전라북도교육청 전라북도군산교육지원청 오봉초등학교,8,8,0,8,7,1,0,0
교육기관,교육부,옥구중학교,교육부 전라북도교육청 전라북도군산교육지원청 옥구중학교,4,4,0,4,4,0,0,0
교육기관,교육부,옥구초등학교,교육부 전라북도교육청 전라북도군산교육지원청 옥구초등학교,12,12,0,12,6,6,0,0
교육기관,교육부,옥봉초등학교,교육부 전라북도교육청 전라북도군산교육지원청 옥봉초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,옥산초등학교,교육부 전라북도교육청 전라북도군산교육지원청 옥산초등학교,13,13,0,13,0,13,0,0
교육기관,교육부,임피중학교,교육부 전라북도교육청 전라북도군산교육지원청 임피중학교,11,11,0,11,11,0,0,0
교육기관,교육부,임피초등학교,교육부 전라북도교육청 전라북도군산교육지원청 임피초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,창오초등학교,교육부 전라북도교육청 전라북도군산교육지원청 창오초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,회현중학교,교육부 전라북도교육청 전라북도군산교육지원청 회현중학교,8,8,0,8,0,8,0,0
교육기관,교육부,회현초등학교,교육부 전라북도교육청 전라북도군산교육지원청 회현초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,전라북도김제교육지원청,교육부 전라북도교육청 전라북도김제교육지원청,9,9,0,9,0,9,0,0
교육기관,교육부,공덕초등학교,교육부 전라북도교육청 전라북도김제교육지원청 공덕초등학교,8,8,0,8,6,2,0,0
교육기관,교육부,광활초등학교,교육부 전라북도교육청 전라북도김제교육지원청 광활초등학교,3,3,0,3,2,1,0,0
교육기관,교육부,금구중학교,교육부 전라북도교육청 전라북도김제교육지원청 금구중학교,19,19,0,19,0,19,0,0
교육기관,교육부,금남초등학교,교육부 전라북도교육청 전라북도김제교육지원청 금남초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,금산초등학교,교육부 전라북도교육청 전라북도김제교육지원청 금산초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,금성중학교,교육부 전라북도교육청 전라북도김제교육지원청 금성중학교,41,41,0,41,0,41,0,0
교육기관,교육부,김제검산초등학교,교육부 전라북도교육청 전라북도김제교육지원청 김제검산초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,김제동초등학교,교육부 전라북도교육청 전라북도김제교육지원청 김제동초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,김제북초등학교,교육부 전라북도교육청 전라북도김제교육지원청 김제북초등학교,13,13,0,13,0,13,0,0
교육기관,교육부,김제제일유치원,교육부 전라북도교육청 전라북도김제교육지원청 김제제일유치원,4,4,0,4,4,0,0,0
교육기관,교육부,김제중앙중학교,교육부 전라북도교육청 전라북도김제교육지원청 김제중앙중학교,16,16,0,16,12,4,0,0
교육기관,교육부,김제중앙초등학교,교육부 전라북도교육청 전라북도김제교육지원청 김제중앙초등학교,14,14,0,14,14,0,0,0
교육기관,교육부,김제중학교,교육부 전라북도교육청 전라북도김제교육지원청 김제중학교,12,12,0,12,12,0,0,0
교육기관,교육부,김제초등학교,교육부 전라북도교육청 전라북도김제교육지원청 김제초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,난산초등학교,교육부 전라북도교육청 전라북도김제교육지원청 난산초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,남양초등학교,교육부 전라북도교육청 전라북도김제교육지원청 남양초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,덕암중학교,교육부 전라북도교육청 전라북도김제교육지원청 덕암중학교,23,23,0,23,10,13,0,0
교육기관,교육부,동국대학교사범대학부속금산중학교,교육부 전라북도교육청 전라북도김제교육지원청 동국대학교사범대학부속금산중학교,17,17,0,17,0,17,0,0
교육기관,교육부,만경여자중학교,교육부 전라북도교육청 전라북도김제교육지원청 만경여자중학교,7,7,0,7,0,7,0,0
교육기관,교육부,만경중학교,교육부 전라북도교육청 전라북도김제교육지원청 만경중학교,8,8,0,8,0,8,0,0
교육기관,교육부,만경초등학교,교육부 전라북도교육청 전라북도김제교육지원청 만경초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,백구초등학교,교육부 전라북도교육청 전라북도김제교육지원청 백구초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,백석초등학교,교육부 전라북도교육청 전라북도김제교육지원청 백석초등학교,11,11,0,11,5,6,0,0
교육기관,교육부,벽량초등학교,교육부 전라북도교육청 전라북도김제교육지원청 벽량초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,봉남중학교,교육부 전라북도교육청 전라북도김제교육지원청 봉남중학교,6,6,0,6,3,3,0,0
교육기관,교육부,봉남초등학교,교육부 전라북도교육청 전라북도김제교육지원청 봉남초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,부용초등학교,교육부 전라북도교육청 전라북도김제교육지원청 부용초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,비룡초등학교,교육부 전라북도교육청 전라북도김제교육지원청 비룡초등학교,5,5,0,5,2,3,0,0
교육기관,교육부,성덕초등학교,교육부 전라북도교육청 전라북도김제교육지원청 성덕초등학교,3,3,0,3,3,0,0,0
교육기관,교육부,심창초등학교,교육부 전라북도교육청 전라북도김제교육지원청 심창초등학교,10,10,0,10,0,10,0,0
교육기관,교육부,용동초등학교,교육부 전라북도교육청 전라북도김제교육지원청 용동초등학교,5,5,0,5,5,0,0,0
교육기관,교육부,용지중학교,교육부 전라북도교육청 전라북도김제교육지원청 용지중학교,6,6,0,6,2,2,1,1
교육기관,교육부,용지초등학교,교육부 전라북도교육청 전라북도김제교육지원청 용지초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,원평초등학교,교육부 전라북도교육청 전라북도김제교육지원청 원평초등학교,8,8,0,8,3,5,0,0
교육기관,교육부,월성초등학교,교육부 전라북도교육청 전라북도김제교육지원청 월성초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,월촌초등학교,교육부 전라북도교육청 전라북도김제교육지원청 월촌초등학교,4,4,0,4,4,0,0,0
교육기관,교육부,종정초등학교,교육부 전라북도교육청 전라북도김제교육지원청 종정초등학교,8,8,0,8,5,3,0,0
교육기관,교육부,죽산초등학교,교육부 전라북도교육청 전라북도김제교육지원청 죽산초등학교,9,9,0,9,8,1,0,0
교육기관,교육부,지평선중학교,교육부 전라북도교육청 전라북도김제교육지원청 지평선중학교,16,16,0,16,0,16,0,0
교육기관,교육부,진봉초등학교,교육부 전라북도교육청 전라북도김제교육지원청 진봉초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,청운초등학교,교육부 전라북도교육청 전라북도김제교육지원청 청운초등학교,5,5,0,5,5,0,0,0
교육기관,교육부,청하중학교,교육부 전라북도교육청 전라북도김제교육지원청 청하중학교,6,6,0,6,4,2,0,0
교육기관,교육부,청하초등학교,교육부 전라북도교육청 전라북도김제교육지원청 청하초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,초처초등학교,교육부 전라북도교육청 전라북도김제교육지원청 초처초등학교,11,11,0,11,11,0,0,0
교육기관,교육부,치문초등학교,교육부 전라북도교육청 전라북도김제교육지원청 치문초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,한들중학교,교육부 전라북도교육청 전라북도김제교육지원청 한들중학교,8,6,2,6,6,0,0,0
교육기관,교육부,화율초등학교,교육부 전라북도교육청 전라북도김제교육지원청 화율초등학교,4,4,0,4,0,4,0,0
교육기관,교육부,황강초등학교,교육부 전라북도교육청 전라북도김제교육지원청 황강초등학교,7,7,0,7,7,0,0,0
교육기관,교육부,황산초등학교,교육부 전라북도교육청 전라북도김제교육지원청 황산초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,전라북도남원교육지원청,교육부 전라북도교육청 전라북도남원교육지원청,12,12,0,12,12,0,0,0
교육기관,교육부,금지동초등학교,교육부 전라북도교육청 전라북도남원교육지원청 금지동초등학교,11,11,0,11,0,11,0,0
교육기관,교육부,금지중학교,교육부 전라북도교육청 전라북도남원교육지원청 금지중학교,3,3,0,3,0,3,0,0
교육기관,교육부,금지초등학교,교육부 전라북도교육청 전라북도남원교육지원청 금지초등학교,11,11,0,11,0,11,0,0
교육기관,교육부,남원교룡초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원교룡초등학교,18,18,0,18,10,8,0,0
교육기관,교육부,남원노암초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원노암초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,남원대산초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원대산초등학교,14,14,0,14,14,0,0,0
교육기관,교육부,남원도통초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원도통초등학교,15,15,0,15,15,0,0,0
교육기관,교육부,남원산내초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원산내초등학교,24,24,0,24,24,0,0,0
교육기관,교육부,남원서원초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원서원초등학교,9,9,0,9,0,9,0,0
교육기관,교육부,남원영어체험학습센터,교육부 전라북도교육청 전라북도남원교육지원청 남원영어체험학습센터,14,14,0,14,0,14,0,0
교육기관,교육부,남원왕치초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원왕치초등학교,5,5,0,5,3,2,0,0
교육기관,교육부,남원용성중학교,교육부 전라북도교육청 전라북도남원교육지원청 남원용성중학교,30,30,0,30,18,12,0,0
교육기관,교육부,남원용성초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원용성초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,남원월락초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원월락초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,남원중앙초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원중앙초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,남원중학교,교육부 전라북도교육청 전라북도남원교육지원청 남원중학교,32,32,0,32,32,0,0,0
교육기관,교육부,남원참사랑유치원,교육부 전라북도교육청 전라북도남원교육지원청 남원참사랑유치원,8,8,0,8,8,0,0,0
교육기관,교육부,남원초등학교,교육부 전라북도교육청 전라북도남원교육지원청 남원초등학교,20,20,0,20,20,0,0,0
교육기관,교육부,남원하늘중학교,교육부 전라북도교육청 전라북도남원교육지원청 남원하늘중학교,25,25,0,25,15,10,0,0
교육기관,교육부,남원한빛중학교,교육부 전라북도교육청 전라북도남원교육지원청 남원한빛중학교,18,18,0,18,10,8,0,0
교육기관,교육부,대강중학교,교육부 전라북도교육청 전라북도남원교육지원청 대강중학교,10,10,0,10,0,10,0,0
교육기관,교육부,대강초등학교,교육부 전라북도교육청 전라북도남원교육지원청 대강초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,덕과초등학교,교육부 전라북도교육청 전라북도남원교육지원청 덕과초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,보절중학교,교육부 전라북도교육청 전라북도남원교육지원청 보절중학교,6,6,0,6,6,0,0,0
교육기관,교육부,보절초등학교,교육부 전라북도교육청 전라북도남원교육지원청 보절초등학교,13,13,0,13,0,13,0,0
교육기관,교육부,사매초등학교,교육부 전라북도교육청 전라북도남원교육지원청 사매초등학교,9,9,0,9,0,9,0,0
교육기관,교육부,산내중학교,교육부 전라북도교육청 전라북도남원교육지원청 산내중학교,8,4,4,4,0,4,0,0
교육기관,교육부,산동초등학교,교육부 전라북도교육청 전라북도남원교육지원청 산동초등학교,10,10,0,10,4,6,0,0
교육기관,교육부,송동중학교,교육부 전라북도교육청 전라북도남원교육지원청 송동중학교,4,4,0,4,4,0,0,0
교육기관,교육부,송동초등학교,교육부 전라북도교육청 전라북도남원교육지원청 송동초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,수지중학교,교육부 전라북도교육청 전라북도남원교육지원청 수지중학교,6,6,0,6,3,3,0,0
교육기관,교육부,수지초등학교,교육부 전라북도교육청 전라북도남원교육지원청 수지초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,아영중학교,교육부 전라북도교육청 전라북도남원교육지원청 아영중학교,7,7,0,7,0,7,0,0
교육기관,교육부,아영초등학교,교육부 전라북도교육청 전라북도남원교육지원청 아영초등학교,8,8,0,8,2,6,0,0
교육기관,교육부,오동초등학교,교육부 전라북도교육청 전라북도남원교육지원청 오동초등학교,13,13,0,13,7,6,0,0
교육기관,교육부,용북중학교,교육부 전라북도교육청 전라북도남원교육지원청 용북중학교,38,38,0,38,14,24,0,0
교육기관,교육부,운봉중학교,교육부 전라북도교육청 전라북도남원교육지원청 운봉중학교,18,18,0,18,18,0,0,0
교육기관,교육부,운봉초등학교,교육부 전라북도교육청 전라북도남원교육지원청 운봉초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,원천초등학교,교육부 전라북도교육청 전라북도남원교육지원청 원천초등학교,7,7,0,7,6,0,1,0
교육기관,교육부,이백초등학교,교육부 전라북도교육청 전라북도남원교육지원청 이백초등학교,12,12,0,12,2,10,0,0
교육기관,교육부,인월초등학교,교육부 전라북도교육청 전라북도남원교육지원청 인월초등학교,14,14,0,14,14,0,0,0
교육기관,교육부,주생초등학교,교육부 전라북도교육청 전라북도남원교육지원청 주생초등학교,17,17,0,17,17,0,0,0
교육기관,교육부,전라북도무주교육지원청,교육부 전라북도교육청 전라북도무주교육지원청,12,12,0,12,0,12,0,0
교육기관,교육부,괴목초등학교,교육부 전라북도교육청 전라북도무주교육지원청 괴목초등학교,12,12,0,12,9,3,0,0
교육기관,교육부,구천초등학교,교육부 전라북도교육청 전라북도무주교육지원청 구천초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,무주공공도서관,교육부 전라북도교육청 전라북도무주교육지원청 무주공공도서관,16,16,0,16,0,16,0,0
교육기관,교육부,무주반디유치원,교육부 전라북도교육청 전라북도무주교육지원청 무주반디유치원,11,11,0,11,0,11,0,0
교육기관,교육부,무주중앙초등학교,교육부 전라북도교육청 전라북도무주교육지원청 무주중앙초등학교,24,24,0,24,24,0,0,0
교육기관,교육부,무주중학교,교육부 전라북도교육청 전라북도무주교육지원청 무주중학교,15,15,0,15,0,15,0,0
교육기관,교육부,무주초등학교,교육부 전라북도교육청 전라북도무주교육지원청 무주초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,무풍초등학교,교육부 전라북도교육청 전라북도무주교육지원청 무풍초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,부남중학교,교육부 전라북도교육청 전라북도무주교육지원청 부남중학교,3,3,0,3,0,3,0,0
교육기관,교육부,부남초등학교,교육부 전라북도교육청 전라북도무주교육지원청 부남초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,부당초등학교,교육부 전라북도교육청 전라북도무주교육지원청 부당초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,설천중학교,교육부 전라북도교육청 전라북도무주교육지원청 설천중학교,14,13,1,13,11,2,0,0
교육기관,교육부,설천초등학교,교육부 전라북도교육청 전라북도무주교육지원청 설천초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,안성중학교,교육부 전라북도교육청 전라북도무주교육지원청 안성중학교,8,8,0,8,0,8,0,0
교육기관,교육부,안성초등학교,교육부 전라북도교육청 전라북도무주교육지원청 안성초등학교,11,11,0,11,11,0,0,0
교육기관,교육부,적상중학교,교육부 전라북도교육청 전라북도무주교육지원청 적상중학교,6,6,0,6,6,0,0,0
교육기관,교육부,적상초등학교,교육부 전라북도교육청 전라북도무주교육지원청 적상초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,전라북도부안교육지원청,교육부 전라북도교육청 전라북도부안교육지원청,4,4,0,4,0,4,0,0
교육기관,교육부,격포초등학교,교육부 전라북도교육청 전라북도부안교육지원청 격포초등학교,7,7,0,7,0,7,0,0
교육기관,교육부,계화중학교,교육부 전라북도교육청 전라북도부안교육지원청 계화중학교,4,4,0,4,2,2,0,0
교육기관,교육부,계화초등학교,교육부 전라북도교육청 전라북도부안교육지원청 계화초등학교,5,5,0,5,3,2,0,0
교육기관,교육부,곰소초등학교,교육부 전라북도교육청 전라북도부안교육지원청 곰소초등학교,4,4,0,4,2,2,0,0
교육기관,교육부,낭주중학교,교육부 전라북도교육청 전라북도부안교육지원청 낭주중학교,13,12,1,12,0,12,0,0
교육기관,교육부,동북초등학교,교육부 전라북도교육청 전라북도부안교육지원청 동북초등학교,4,4,0,4,3,1,0,0
교육기관,교육부,동진초등학교,교육부 전라북도교육청 전라북도부안교육지원청 동진초등학교,12,12,0,12,0,12,0,0
교육기관,교육부,백련초등학교,교육부 전라북도교육청 전라북도부안교육지원청 백련초등학교,9,9,0,9,0,9,0,0
교육기관,교육부,백룡초등학교,교육부 전라북도교육청 전라북도부안교육지원청 백룡초등학교,10,10,0,10,4,4,0,2
교육기관,교육부,백산중학교,교육부 전라북도교육청 전라북도부안교육지원청 백산중학교,18,18,0,18,15,3,0,0
교육기관,교육부,백산초등학교,교육부 전라북도교육청 전라북도부안교육지원청 백산초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,변산서중학교,교육부 전라북도교육청 전라북도부안교육지원청 변산서중학교,3,3,0,3,0,3,0,0
교육기관,교육부,변산중학교,교육부 전라북도교육청 전라북도부안교육지원청 변산중학교,7,7,0,7,0,7,0,0
교육기관,교육부,변산초등학교,교육부 전라북도교육청 전라북도부안교육지원청 변산초등학교,7,7,0,7,3,4,0,0
교육기관,교육부,보안중학교,교육부 전라북도교육청 전라북도부안교육지원청 보안중학교,9,9,0,9,5,4,0,0
교육기관,교육부,부안남초등학교,교육부 전라북도교육청 전라북도부안교육지원청 부안남초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,부안동초등학교,교육부 전라북도교육청 전라북도부안교육지원청 부안동초등학교,16,16,0,16,10,6,0,0
교육기관,교육부,부안중학교,교육부 전라북도교육청 전라북도부안교육지원청 부안중학교,12,12,0,12,0,12,0,0
교육기관,교육부,부안초등학교,교육부 전라북도교육청 전라북도부안교육지원청 부안초등학교,20,20,0,20,0,20,0,0
교육기관,교육부,부안해오름유치원,교육부 전라북도교육청 전라북도부안교육지원청 부안해오름유치원,6,6,0,6,0,6,0,0
교육기관,교육부,삼남중학교,교육부 전라북도교육청 전라북도부안교육지원청 삼남중학교,34,33,1,33,0,33,0,0
교육기관,교육부,상서중학교,교육부 전라북도교육청 전라북도부안교육지원청 상서중학교,8,7,1,7,6,1,0,0
교육기관,교육부,상서초등학교,교육부 전라북도교육청 전라북도부안교육지원청 상서초등학교,4,4,0,4,0,4,0,0
교육기관,교육부,영전초등학교,교육부 전라북도교육청 전라북도부안교육지원청 영전초등학교,7,7,0,7,6,1,0,0
교육기관,교육부,우덕초등학교,교육부 전라북도교육청 전라북도부안교육지원청 우덕초등학교,4,4,0,4,0,4,0,0
교육기관,교육부,위도중학교,교육부 전라북도교육청 전라북도부안교육지원청 위도중학교,8,8,0,8,8,0,0,0
교육기관,교육부,위도초등학교,교육부 전라북도교육청 전라북도부안교육지원청 위도초등학교,4,4,0,4,4,0,0,0
교육기관,교육부,주산중학교,교육부 전라북도교육청 전라북도부안교육지원청 주산중학교,4,4,0,4,1,3,0,0
교육기관,교육부,주산초등학교,교육부 전라북도교육청 전라북도부안교육지원청 주산초등학교,7,7,0,7,7,0,0,0
교육기관,교육부,줄포중학교,교육부 전라북도교육청 전라북도부안교육지원청 줄포중학교,8,8,0,8,0,8,0,0
교육기관,교육부,줄포초등학교,교육부 전라북도교육청 전라북도부안교육지원청 줄포초등학교,14,14,0,14,14,0,0,0
교육기관,교육부,창북초등학교,교육부 전라북도교육청 전라북도부안교육지원청 창북초등학교,8,8,0,8,8,0,0,0
교육기관,교육부,하서초등학교,교육부 전라북도교육청 전라북도부안교육지원청 하서초등학교,4,4,0,4,4,0,0,0
교육기관,교육부,행안초등학교,교육부 전라북도교육청 전라북도부안교육지원청 행안초등학교,4,4,0,4,4,0,0,0
교육기관,교육부,전라북도순창교육지원청,교육부 전라북도교육청 전라북도순창교육지원청,8,8,0,8,0,8,0,0
교육기관,교육부,구림중학교,교육부 전라북도교육청 전라북도순창교육지원청 구림중학교,12,12,0,12,12,0,0,0
교육기관,교육부,금과초등학교,교육부 전라북도교육청 전라북도순창교육지원청 금과초등학교,7,7,0,7,7,0,0,0
교육기관,교육부,동계중학교,교육부 전라북도교육청 전라북도순창교육지원청 동계중학교,14,14,0,14,14,0,0,0
교육기관,교육부,동계초등학교,교육부 전라북도교육청 전라북도순창교육지원청 동계초등학교,15,15,0,15,0,15,0,0
교육기관,교육부,동산초등학교,교육부 전라북도교육청 전라북도순창교육지원청 동산초등학교,10,10,0,10,5,5,0,0
교육기관,교육부,복흥중학교,교육부 전라북도교육청 전라북도순창교육지원청 복흥중학교,6,6,0,6,3,3,0,0
교육기관,교육부,복흥초등학교,교육부 전라북도교육청 전라북도순창교육지원청 복흥초등학교,10,10,0,10,6,4,0,0
교육기관,교육부,순창북중학교,교육부 전라북도교육청 전라북도순창교육지원청 순창북중학교,10,10,0,10,6,3,0,1
교육기관,교육부,순창여자중학교,교육부 전라북도교육청 전라북도순창교육지원청 순창여자중학교,16,16,0,16,0,16,0,0
교육기관,교육부,순창옥천유치원,교육부 전라북도교육청 전라북도순창교육지원청 순창옥천유치원,13,13,0,13,13,0,0,0
교육기관,교육부,순창중앙초등학교,교육부 전라북도교육청 전라북도순창교육지원청 순창중앙초등학교,22,22,0,22,20,2,0,0
교육기관,교육부,순창중학교,교육부 전라북도교육청 전라북도순창교육지원청 순창중학교,16,16,0,16,0,16,0,0
교육기관,교육부,순창초등학교,교육부 전라북도교육청 전라북도순창교육지원청 순창초등학교,19,19,0,19,19,0,0,0
교육기관,교육부,시산초등학교,교육부 전라북도교육청 전라북도순창교육지원청 시산초등학교,11,11,0,11,11,0,0,0
교육기관,교육부,쌍치중학교,교육부 전라북도교육청 전라북도순창교육지원청 쌍치중학교,13,13,0,13,13,0,0,0
교육기관,교육부,쌍치초등학교,교육부 전라북도교육청 전라북도순창교육지원청 쌍치초등학교,12,12,0,12,6,6,0,0
교육기관,교육부,옥천초등학교,교육부 전라북도교육청 전라북도순창교육지원청 옥천초등학교,16,16,0,16,8,8,0,0
교육기관,교육부,유등초등학교,교육부 전라북도교육청 전라북도순창교육지원청 유등초등학교,8,8,0,8,7,1,0,0
교육기관,교육부,인계초등학교,교육부 전라북도교육청 전라북도순창교육지원청 인계초등학교,5,5,0,5,5,0,0,0
교육기관,교육부,적성초등학교,교육부 전라북도교육청 전라북도순창교육지원청 적성초등학교,8,8,0,8,0,8,0,0
교육기관,교육부,전라북도교육청순창도서관,교육부 전라북도교육청 전라북도순창교육지원청 전라북도교육청순창도서관,0,0,0,0,0,0,0,0
교육기관,교육부,팔덕초등학교,교육부 전라북도교육청 전라북도순창교육지원청 팔덕초등학교,11,11,0,11,0,11,0,0
교육기관,교육부,풍산초등학교,교육부 전라북도교육청 전라북도순창교육지원청 풍산초등학교,10,10,0,10,4,6,0,0
교육기관,교육부,전라북도완주교육지원청,교육부 전라북도교육청 전라북도완주교육지원청,39,39,0,39,0,39,0,0
교육기관,교육부,가천초등학교,교육부 전라북도교육청 전라북도완주교육지원청 가천초등학교,8,8,0,8,0,8,0,0
